Timestamp,TraceId,SpanId,ServiceName,Content
2023-11-14T02:18:27.672Z,85e8d124d052b2c162b466aceff1face,1c03ff4ad5507466,service_api_ws1_smt-ecps-api,"x-forwarded-for : 10.50.61.95,10.42.11.0"
2023-11-14T02:18:27.672Z,85e8d124d052b2c162b466aceff1face,1c03ff4ad5507466,service_api_ws1_smt-ecps-api,smt-ecps-api/Auth/GetCurrentUser
2023-11-14T02:18:27.707Z,85e8d124d052b2c162b466aceff1face,4333c61b562a4d9c,service_api_ws1_smt-ecps-api,Select SFCS Database
2023-11-14T02:18:27.708Z,85e8d124d052b2c162b466aceff1face,08578fced56907d8,service_api_ws1_smt-ecps-api,HTTP GET
2023-11-14T02:18:36.341Z,cf07b7e85a46a4709f5c276b3b4be568,efec719ad8b5f179,service_api_ws1_smt-ecps-api,"x-forwarded-for : 10.50.61.95,10.42.11.0"
2023-11-14T02:18:36.341Z,cf07b7e85a46a4709f5c276b3b4be568,efec719ad8b5f179,service_api_ws1_smt-ecps-api,smt-ecps-api/Auth/GetCurrentUser
2023-11-14T02:18:36.341Z,cf07b7e85a46a4709f5c276b3b4be568,c74adee39fa35f3f,service_api_ws1_smt-ecps-api,Select SFCS Database
2023-11-14T02:18:36.342Z,cf07b7e85a46a4709f5c276b3b4be568,26e2b9fc631f313f,service_api_ws1_smt-ecps-api,HTTP GET
2023-11-14T02:18:36.349Z,cf07b7e85a46a4709f5c276b3b4be568,7d642e5c5e4ded91,service_api_ws1_smt-ecps-api,Select SFCS Database
2023-11-14T02:18:36.341Z,cf07b7e85a46a4709f5c276b3b4be568,efec719ad8b5f179,service_api_ws1_smt-ecps-api,smt-ecps-api/Auth/GetCurrentUser
2023-11-14T02:18:36.341Z,cf07b7e85a46a4709f5c276b3b4be568,efec719ad8b5f179,service_api_ws1_smt-ecps-api,smt-ecps-api/Auth/GetCurrentUser
2023-11-14T02:18:36.341Z,cf07b7e85a46a4709f5c276b3b4be568,efec719ad8b5f179,service_api_ws1_smt-ecps-api,smt-ecps-api/Auth/GetCurrentUser
